,Text,User
14946,"🟢 Non, ce sont des propositions concrètes du @RNational_off : 
➡️ Moratoire sur les accords de libre échange et exception agriculturelle
➡️ Sobriété normative et fin de l’écologie punitive 
➡️ Une loi « Mangeons français 🇫🇷 » 
➡️ Exonération des droits de successions #SIA2024",Hélène Laporte
31924,"On est puni par où l'on a péché

https://t.co/e5Dy4iyf7z",Pierre Sautarel
13155,"#Incarville : ""2000€ pour se faire assassiner"" !
Retrouvez mon interview d'Amédée, agent pénitentiaire à la retraite :
https://t.co/gpN3yMLU48",Gilbert Collard
19271,"« Sous peine de sanctions financières, le Pacte des migrations prévoit la répartition des migrants dans nos villes et nos villages. Cette immigration du fait accompli n’est pas acceptable. »

Mon entretien dans @sudouest avant notre meeting de Royan ⤵️

https://t.co/wokPla1oYi",Jordan Bardella
28118,"📸 Grande mobilisation autour du maire de L'Haÿ-les-Roses, @VincentJeanbrun. https://t.co/3Povah10ez",Maud Koffler
40237,"""Quand j’avais 4 ans, je savais déjà que le fascisme était une menace à éradiquer. Je cauchemardais de Jean-Marie Le Pen la nuit, je le voyais au-dessus de mon lit""

⚡️ Ersilia Soudais, député LFI, lors d’un rassemblement ce jour en soutien à un militant convoqué par la Police ⤵️ https://t.co/AgKkCgsUO1",Boulevard Voltaire
25061,"Lors de notre colloque sur le ""Programme d'Education affective et sexuelle"" à l'école, Arabelle Conte : ""Il faut que le projet réaffirme, comme dans la circulaire de 2018, le devoir de @education_gouv à informer et associer les parents. Les enfants n'appartiennent pas à l'Etat."" https://t.co/tZFznKhzEP",Le Syndicat de la Famille
30462,"L’islamo-gauchisme a perverti la gauche,l’israëlo-droitisme va achever de détruire la droite. Voilà tout. De Gaulle est mort, l’esprit politique pur est mort et la France se meurt,",Paul-Marie Coûteaux
30747,"Il faut afficher de toutes urgences la tarée qu’est parti lui faire une descendance, sa gueule, tout ! Y’en a des milliers des gogoles de meufs accro aux tueurs/pédo/violeurs, ça ne peut plus durer. Et merci à l’administration qui permet ça aussi, 👏🏻 bravo",PenoLaCuenta
26996,Et nous on a Darmanin qui fait des tweets pour dire qu’il a expulsé 4 mecs depuis le début de la semaine,MARSAULT
10102,"La journée nationale pour le #Frexit les libertés et la paix commence !
Du monde arrive déjà !

➡️Vous pouvez nous rejoindre toute la journée Paris, Place de Fontenoy (Paris 7) !

Les discours cet après-midi ! Et possibilité de restauration sur place toute la journée !… https://t.co/s9zPjq977c",Florian Philippot
24102,La Russie accuse les États-Unis « d’éliminer » ses opposants politiques après la condamnation de Trump https://t.co/kmd5lG5YXA,Le JDD
26135,"Merci à @JphTanguy de contribuer à révéler les dangers pour la santé des  Français, d’importations non contrôlées et sur lesquelles l’Union européenne ferme manifestement les yeux ! https://t.co/wPxYQ8zQU2",Marine Le Pen
40755,Ce que chaque sportif français devrait déclarer avant de retourner faire du sport,Breizh-Info
23858,Comment se passe un rachat de crédit immobilier ? https://t.co/fyAYey9LBb,Le JDD
43019,"Demain, on s'occupe de son cas. 15h : 
https://t.co/8rQ7YVtiOI",Daniel Conversano
32687,"📚13 juin 2020 : décès de Jean Raspail, un écrivain et aventurier français dont la vie et l'œuvre ont profondément marqué la littérature du XXe siècle. 

Né le 5 juillet 1925 à Chemillé-sur-Dême, il a consacré sa vie à explorer le monde et à en transcrire les merveilles et les https://t.co/jxutU7mxxW",Radio Courtoisie
4164,"« Comment sortir de là? 🎵
C'est une drôle d'angoisse
D'être dans L'impasse.. »  🎶 

Merci d’avoir existé, François Hardy https://t.co/EKPNUNBzF3",Christine KELLY
19264,"Au nom de l’écologie punitive, la Commission de Bruxelles vous confisque vos paysages, vos chemins de campagne, votre horizon maritime.

Je refuse que l’on fasse du littoral aquitain le laboratoire de cette écologie punitive ! #Royan #VivementLe9Juin https://t.co/u0g3M3VFOR",Jordan Bardella
12396,Pour les lève-tôt… rendez-vous à 7h sur @CNEWS dans la matinale de @MickaelDorian !,Gabrielle Cluzel
13270,"Tu parles d’une lumière: Pas un mot contre Poutou du NPA apologiste des pogroms ni contre Arnault, la brute fichée S , ni contre les Guiraud et les Portes haineux. En signant ce pacte odieux, vous ne valez pas mieux.",G-William Goldnadel
34638,"Avec @JeanMessiha et tous nos colistiers, nous allons tout donner dans cette dernière ligne droite.

#VotezMarion https://t.co/ZUOQbV0Cds",Sarah Knafo
37503,👉 Jordan Bardella a annoncé que 70 candidats seront investis avec l'étiquette LR-RN lors des élections #LegislativesAnticipées. https://t.co/bvGr41ZHNp,TVL
20959,"« Emmanuel #Macron prétend être un fer de lance dans la lutte contre #Poutine alors qu'il ne fait que le renforcer en lui montrant qu'il a en face de lui une France et une Europe divisées. S'il veut effacer le désastre du #SalonDeLagriculture, il va falloir qu'il trouve mieux !» https://t.co/2MJSJoWmgY",Kevin Bossuet
1733,"Tout l’Ouest de Paris,  totalement bloqué par la police, pour  la visite du président chinois (?) dans une proportion jamais vue jusqu’ici, et pour des raisons qui m’échappent. Scènes hallucinantes de voitures tournant désespérément.  
Comment s’échapper de cet enfer ?",Bruno Gollnisch
34608,"Retrouvez-moi ce soir chez @Cyrilhanouna dans TPMP !

Rendez-vous à 20h10 sur C8. À tout à l’heure ! https://t.co/pW9U35aoFk",Sarah Knafo
20200,Dogs are the (white) man's best friend.,Julien Rochedy
37876,"🇪🇺 Alors que de nombreux candidats aux élections européennes ne cessent de parler de « défense européenne », la Pologne a annoncé l'achat de missiles AGM-158 JASSM-ER aux États-Unis pour 677 millions d'euros. Ils équiperont notamment ses F-16, de fabrication américaine également. https://t.co/MKWgkflHi5",TVL
30568,"Il a beau n'être qu'une marionnette aux mains de l'Etat américain véritable ( la CIA ), l'affreux Biden fait peine à voir. le Rimmel coule, le masque est près de tomber...",Paul-Marie Coûteaux
11213,"229 circonscriptions pour LFI, 170 pour le PS, 92 pour les Ecolos et 50 pour le PCF.  Le #frontpopulaire confirme avoir trouvé un accord de répartition des candidatures.",Fdesouche.com est une revue de presse
43915,"Témoignage bouleversant d'un jeune prêtre peu avant sa mort.

À travers des mots simples et justes, il rappelle la véritable grandeur du sacerdoce.

Avec une vision réaliste sur la situation actuelle de l'Église, il nous rappelle à revenir au cœur de notre Foi : Jésus-Christ.",Abbé Matthieu Raffray ⚔️🙏🏻
28122,"""TUEZ LE MAIRE !"" https://t.co/stp4r4j3uZ",Maud Koffler
8684,"Ian Plimer, géologue : ""Dans le passé, le taux de dioxyde de carbone était beaucoup plus élevé qu'aujourd'hui. Nous sommes actuellement à 0,04 %. Pendant la majeure partie des temps géologiques, il était d'environ 20 %.""  

""Et pendant cette période géologique où le taux de…",Étienne Chouard
31559,En direct sur @CNEWS dans l’Heure des Pros chez @eliot_deval à 9h aujourd’hui !,Pierre Gentillet
19478,Je serai ce mardi matin l'invité des « 4 Vérités » sur France 2 ⤵️ https://t.co/z8Dp7r6qlF,Jordan Bardella
32670,"🎸15 juin 1943 : Naissance de Jean-Philippe Smet, plus connu sous le nom de Johnny Hallyday.
Connu comme le « Elvis Presley français », il popularise le rock’n’roll dans la France des années 60 et il poursuit ses évolutions musicales tout au long de sa carrière.

 Hallyday https://t.co/LqrO83j1ce",Radio Courtoisie
13073,"Un prêcheur salafiste sénégalais en France depuis une vingtaine d'années diffuse des appels à la violence contre les non-musulmans et à l’instauration de la charia !
Une question, une seule : qu'est-ce qu'il fait encore en France ? Dehors !
https://t.co/MJTsCgojW8",Gilbert Collard
41362,Ceux qui voteront pour le #nouveaufrontpopulaire comme Anne Sinclair seront donc du côté du HamaSS qui a assassiné ces enfants en Israël. https://t.co/N1jroC3aQQ,Bruno Attal
22683,"Et ça ne suffit pas à l’État qui en plus de ce racket hallucinant emprunte et nous endette à crever. Le tout pour des services médiocres, une ingérence asphyxiante, une « redistribution » corruptrice et un régalien catastrophique. De la belle ouvrage.",Laurent Obertone
40488,"Près de 20 000 pèlerins vers #Chartres , très jeunes, au moment de la messe de la Pentecôte, diffusée en direct sur #cnews . La relève. https://t.co/yClw0f6dCt",Boulevard Voltaire
11156,Législatives : Pierre Gentillet sera candidat sous l’étiquette RN https://t.co/yjxxSndMpp,Fdesouche.com est une revue de presse
32798,"🎙️🔴À 18h en direct, écoutez le ""Libre journal de la Résistance Française"" de @CathRouvier 

🗣️""Cinéma, médias : objets animés avez-vous donc une âme ?""

👥 Avec : • Gérard Bardy, journaliste 
• Anne Brassié, biographe, critique littéraire
• Antoine Assaf, Philosophe, docteur https://t.co/4G0sX5UCwB",Radio Courtoisie
13544,"Hier Rima Hassan , candidate officielle LFI voulait prendre l’Élysée ( tweet effacé) . Aujourd’hui elle appelle les employés de @TF1 à « saboter » l’entretien que le premier ministre israélien accorde à leur chaîne . La justice doit passer contre LFI insurrectionnelle antisemite",G-William Goldnadel
2546,"Pour se faire une idée de l’état réel de l’économie 🇫🇷 et du bilan de #Macron, il faut lire le #fil de Jacques Sapir @russeurope 👀👇",Cercle Aristote
6755,"📺 Avec près de 40% des intentions de vote chez les 18/24 ans, @J_Bardella est le candidat des jeunes.

Sa liste offre d’ailleurs une grande place à la jeunesse, notamment avec @jrechagneux, 18e de liste, qui défendra la Gironde au Parlement européen. #VivementLe9Juin https://t.co/R1AIhakQao",Edwige Diaz Ⓜ️
16261,"La nation d'#Israel en guerre contre le #Terrorismeislamiste : son exemplaire résistance souligne la traîtrise, en France, des islamo-gauchistes (LFI,NPA, etc) et la lâcheté des Soumis. Relire #Cioran : ""La complaisance pour l'adversaire est le signe distinctif de la débilité,…",Ivan Rioufol ن
16740,DEHORS !,Jean MESSIHA
9663,"Le pape a exhorté à la proximité physique et concrète avec les malades dans sa méditation de l’Angélus du 11 février 2024, qui marque la Journée mondiale du malade.
https://t.co/sHpfLRtinA",Famille Chrétienne
30749,J’suis fou ou cette nuit j’ai lu une info comme quoi Stephen hawkings convoquait des nus nains pour leur faire faire des équations sur pedo-island ? J’ai un doute,PenoLaCuenta
23010,"Mathis, 15 ans, planté par un jeune Afghan mis en examen la semaine dernière, ""laissé en liberté sous contrôle judiciaire"".
Encore. https://t.co/ILpEUF9C46",Laurent Obertone
30147,"Votre texte est magnifique, Madame; j’aimerais confirmation sur un point : « sac biologique » est-il le nom admis pour désigner les sacs dans lesquels on fait disparaître les enfants morts ? Que fait-on de ces « sacs », ensuite ?",Paul-Marie Coûteaux
22840,"Rappel que la France importe de dangereux débiles à flux tendu ""pour les soigner"" (s'ils le veulent bien). Certes, des bébés se prennent des coups de coude mais les auteurs sont irresponsables et il faut s'en accommoder, c'est pour les droits de l'Homme.
https://t.co/apMSxcUMkw",Laurent Obertone
37492,"🎥 La création de l'UEFA en 1954, fruit d'une volonté d'unir les Européens autour du football, par Kevin Veyssière #Euro2024

ZOOM à retrouver sur TVL 🔻
https://t.co/2dqmG8M2Oq https://t.co/XdsKhG1rlq",TVL
10807,"Mais que se passe-t-il vraiment ?! ⤵️

Pour la 2è fois consécutive, #Macron pourrait annuler ou reporter son voyage prévu en #Ukraine ! (cf : https://t.co/KV9Damp5k0)

Déjà le déplacement des 13 et 14 février avait été annulé à la dernière minute sans explications. Et le prochain… https://t.co/T6ols6cPSE",Florian Philippot
26798,"Je ne veux pas que mes filles grandissent dans un pays où l’insécurité explose. Encore aujourd’hui, #Mathis, un jeune de 15 ans a été tué par un migrant afghan. @TF1 https://t.co/fkiQRKia3o",Marion Maréchal
24169,"🚪Hanouna menace de quitter la France en cas de victoire de LFI et accuse le parti d’antisémitisme :
https://t.co/0PCX4tQgCZ

Suite à cette déclaration, le député @sebastiendelogu a lancé un appel sur X, invitant les électeurs à voter contre l'animateur sioniste de TPMP, Cyril https://t.co/dWYkKMik7b",Le Média en 4-4-2
13115,"Mandat de la #CPI contre #Netanyahu : ""ce qui est horrible, c'est mettre sur le même plan le pogrom du Hamas avec la légitime défense militaire d'Israël"" ! https://t.co/yawi0JGlNZ",Gilbert Collard
22540,"""Ils disent on est violents mais si on les attrape on va leur faire manger le sol""",Laurent Obertone
15631,"Dans ma conférence « la presse au 21ème siècle » j’expliquais que la presse peut faire « crédit » ou « discrédit » à qui elle veut aujourd’hui. Elle peut créditer une personne des moyens de devenir chef d’État, et elle peut discréditer le meilleur des hommes à sa discrétion. 

Le…","Idriss J. Aberkane Ph.D, Ph.D & Ph.D"
9781,"Cette chronique se penche sur l'affaire Delon alors que les enfants de l'acteur se querellent autour de la prise en charge de la santé diminuée de leur père et de sa succession. Il est question d'une réflexion plus large sur les guerres familiales.
https://t.co/laPhwEyMA7",Famille Chrétienne
40790,"5 raisons de placer son argent dans du Bitcoin en 2024 (Article non rédigé par la rédaction) 
https://t.co/SE55DugIqi",Breizh-Info
19135,"Jeudi soir sur @BFMTV, je débattrai face à Valérie Hayer, candidate d'Emmanuel Macron aux élections européennes ⤵️ https://t.co/lCcdtYMw4Y",Jordan Bardella
30555,"Vous appelez « chauvin » un politicien qui assoit la majorité de sa puissance électorale sur les voix des immigrés et va jusqu’à déclarer, en 2007 qu’il « ne se supporte pas quand il est entouré de blonds » ?  « Patriote », ce raciste à l’état pur? Avez-vous perdu le sens commun?",Paul-Marie Coûteaux
31470,Je serai invité dans l’Heure des Pros à 9h ce matin chez @eliot_deval @CNEWS,Pierre Gentillet
27938,"Mais @RimaHas, expliquez-nous pourquoi vous avez choisi de faire carrière en France si c'est pour faire campagne contre elle ? https://t.co/4wU6aWjjGZ",Maud Koffler
5684,https://t.co/22aR26Mk9d,Dieudonné Officiel
26849,"Je veux bien que l’extrême droite soit responsable de tout, mais là ça va devenir difficile de faire passer le terroriste pour un néonazi https://t.co/JcliFIhmHN",MARSAULT
22508,"""Et quand Jean-Luc m'a dit ""toi, va te faire créoliser"" on n'a pas compris tout de suite"" https://t.co/2kTp7dM88H",Laurent Obertone
13056,"Colonisation : l’Algérie transmet officiellement une liste de biens à restituer par la France...
Qu'on commence par leur renvoyer tous les Algériens sous #OQTF qui nous colonisent !
https://t.co/Ctf2HI8t9s",Gilbert Collard
