,Text,User
6678,"📺 #LÉVÉNEMENT

Parce que le Premier Ministre de Macron n’a pas tout dit hier soir… le @RNational_off apporte des compléments d’information…

#VivementLe9Juin ! https://t.co/Md7HYPSoyl",Edwige Diaz Ⓜ️
34007,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Renaud Camus
36578,"🔴  Fallait-il fermer la centrale nucléaire de Fessenheim ? 

🎙 Henri Proglio, ancien Directeur Général d’EDF : « Surtout pas » https://t.co/D05Yaor0Az",Sud Radio
9351,"Les 13 et 14 avril 2024, un ‘Festival de l’Espérance’ s’est tenu au Centre San Lorenzo, près du Vatican, pour commémorer le 40e anniversaire de la première rencontre de jeunes sur la place Saint-Pierre convoquée par saint Jean Paul II en 1984.
https://t.co/BTBGkqFTng",Famille Chrétienne
37859,"📺 Pour le secrétaire général de la CGT Sophie Binet, « il n'y a pas pire ennemi pour le monde du travail que le RN », oubliant qu'il n'a jamais été au pouvoir.
https://t.co/1dfwjJVIoa",TVL
10981,"Bar catholique saccagé à Angers (49) par des manifestants de gauche anti-RN : un suspect de 31 ans arrêté. Il se dit ""non-binaire"", touche le RSA et cultive du cannabis. Le préjudice estimé à ce jour est de 40.000€ (MàJ)
 https://t.co/drGUJLgdzO https://t.co/mjZSrzbVSm",Fdesouche.com est une revue de presse
18671,"Les dérives autoritaires du centre et de l’#UE en matière de censure sont réellement inquiétantes.
Les États n’ont pas à décider de ce qui est « vrai ». C’est tout bonnement orwellien !",Jerome Riviere 🇫🇷
10437,"Ça y est ! La presse belge reprend l’info de la convocation sur l’affaire des SMS et du #PfizerGate d’#Ursula Von der Leyen et du patron de Pfizer le 17 mai ! Je serai face à eux, avec d’autres plaignants dont 2 États (pas la France de Macron bien sûr !…)

« PFIZERGATE/SMSGATE :… https://t.co/qZOQnNsArm",Florian Philippot
15154,📊 33% des Français adhèrent aux idées du @RNational_off. Une dynamique qui confirme le travail législatif de @MLP_officiel et des députés du @groupeRN_off. ➡️ https://t.co/ZBCgxacZ3T https://t.co/s979tspKZy,Hélène Laporte
7408,"Pendant que les Palestiniens crèvent sous les bombes, le CRIF fait bombance

Indécence et cynisme sont les mots qui vont bien pour ce raout mondain qui se félicite du génocide des Palestiniens, ou qui le justifie.

Égalité et Réconciliation https://t.co/5ENvAqJyxL",Dimitri Korias
32019,"Voici la vidéo de Pierre-Guillaume Mercadal @CochonsLaineux Sauvons les #paysans français #AgriculteurEnColere 

https://t.co/bwmWWO0SGR",PierreYves Rougeyron
9810,"On n’y pense pas, mais inviter son curé à déjeuner est aussi une manière d’en faire un homme présent et proche de ses fidèles. Et il ne demande que ça !

https://t.co/XvHYD1GTtH https://t.co/RBHX0wWoEz",Famille Chrétienne
22544,Nouvelle rupture du stock de Ventoline à prévoir au Front Populaire https://t.co/5Ys4D1rCvW,Laurent Obertone
463,"MalikaSorel rejoint Jordan Bardella : «Je souhaite participer à la recomposition française»

« Je trouve magnifique que deux enfants issus de l'immigration s'engagent main dans la main pour rendre à la France l'amour qu'elle leur a donné. »

https://t.co/AmAjTfyrOr",Alexandre Devecchio
4492,"⚜️ Fête du travail et temps marial : voici le joli mois de mai !

 👉🏼 https://t.co/kRxn7fYy1O

#FeteDesTravailleurs #1erMai",Civitas International
25026,"Face aux récentes déclarations très graves de plusieurs ministres tels @sarahelhairy sur l'ouverture d'un débat, @FabienDiFilippo réagit et dépose une proposition de résolution visant à transposer la ""criminalisation"" de la #GPA dans le droit français. 
https://t.co/1FkhrSuWZN",Le Syndicat de la Famille
11992,"L’État perd le contrôle. Les détenus communiquent sans difficulté, les armes circulent partout, la justice n’arrête pas les mafias, la pénitentiaire est lâchée dans des prisons où la violence règne. Sans ce délitement, des enfants ne seraient pas orphelins ce matin. #Incarville",Fx Bellamy
34308,"Le 30 juin et le 7 juillet, votez, prenez le pouvoir ! #BardellaPremierMinistre 🇫🇷 https://t.co/xrIm0eLEi6",RNJ
37528,"🎥 [Le JT] Macron et le chaos ?

➡️ Macron lance sa campagne en jouant sur les peurs 😱 #LegislativesAnticipées 

Le JT à retrouver sur TVL 🔻
https://t.co/8NNwSiUW9J https://t.co/d7A6AhFFYV",TVL
25429,"Cher @IKEA_France, expliquez-nous le lien entre sexualité et commerce de meubles ?! Cet affichage idéologique n'a pour but que de faire le buzz. #BoycottIKEA
https://t.co/6GRrnXAT9Q",Le Syndicat de la Famille
42986,TOUT leur est pardonné. Absolument tout.,Daniel Conversano
33659,"🔴 « Pour la victoire de nos idées et contre l’islamo-gauchisme, Reconquête investit 330 candidats aux élections législatives. »

Lire le communiqué d’Eric Zemmour, président et fondateur de Reconquête. ⤵️ https://t.co/O7cbunlgKo",RECONQUÊTE !
40028,"Quand la gauche consent à une union contre-nature pour conserver ses sièges - Par @ClemdeLongraye
#FrontPopulaire
Dès lors qu'il faut conserver son siège, le Parti socialiste est prêt à se renier.
https://t.co/DvOA7cWP2h",Boulevard Voltaire
20769,"Retrouvez-moi ce dimanche 19 mai sur @CNEWS de 11H00 à 12H00 pour commenter l'actualité autour de @ThierryCabannes et de ses autres invités. #midinewsWE

Spéciale Nouvelle-Calédonie. https://t.co/gnZgfSXt5f",Kevin Bossuet
4321,"La Chine, la Russie, l’Azerbaïdjan déstabilisent La Nouvelle Caledonie, nos Outremers donc la France.. https://t.co/LOGnJ0ridI",Christine KELLY
38180,"Terres de Mission - Une église restaurée à Mossoul

A retrouver sur TVL : https://t.co/eLLTqbJJh7",TVL
31784,Je serai sur @CNEWS ce soir de 22h30 à 23h45 !,Pierre Gentillet
34728,"Heureuse d’être aujourd’hui en Normandie aux côtés de Marion avec Nicolas, Stanislas et Eve.

Nous comptons sur les Normands pour nous aider à faire entrer la vérité au Parlement européen. https://t.co/z4leNBfXTR",Sarah Knafo
24047,"« Il était prêt à lui trancher la gorge » : opposé au mariage de sa fille, un homme attaque au couteau son futur gendre dans le Tarn-et-Garonne https://t.co/osDxEJxhSo",Le JDD
25028,"Ludovine de La Rochère : ""La dignité de la femme fait qu'on ne peut pas l'utiliser. La #GPA est une aliénation de la femme et de l'enfant qui a conduit à un trafic international d'êtres humains, avec des flux dans le monde. Ce marché représente 14 milliards de dollars."" https://t.co/ZsRokGDCL5",Le Syndicat de la Famille
18891,"A chaque fois qu'on souhaite reprendre le contrôle de l'immigration, le gouvernement nous dit que c'est impossible.

Moi je crois que c'est possible et qu'on ne doit plus subir ! @LCI https://t.co/WLmq3egPoK",Jordan Bardella
16102,Epoustouflant @PhdeVilliers #CNEWS,Ivan Rioufol ن
19358,"Il faut lever les contraintes qui pèsent sur la croissance. Il faut refaire de la France un paradis énergétique, dans lequel on investit parce que notre pays bénéficierait à nouveau de son atout compétitif du nucléaire. @POLITICOEurope https://t.co/6So26iNtAb",Jordan Bardella
13707,Radioscopie de la radio de sévices publics : Itv d’un avocat « spécialiste de droit international » Tiens il approuve le proc du CPI .Puis édito politique anti RN qui parle d’extrême droite mais pas d’extrême gauche. Je n’en aurais rien à battre si ce n’était pas nous qu’on paye,G-William Goldnadel
41902,"Deux ans plus tard, l’objectif diplomatique demeure le même: ne pas mondialiser la guerre entre la Russie et l’Ukraine | JDM https://t.co/wtN80o0C32",Mathieu Bock-Côté
22685,"Vous êtes 120 000 à suivre cette page, quasi + 100 % en un an.
Merci à tous. On continue ! https://t.co/U2eEokimQN",Laurent Obertone
8352,"Le #18juin 1940, le général de Gaulle lance un appel aux Français qui ne se résolvent ni au déshonneur ni à la collaboration.

Cette date au combien importante marque le début de la Résistance à la barbarie nazie et au régime de Vichy.

Vive la France libre ! 🇫🇷 https://t.co/j46ADxmjCQ",Eric Ciotti
28582,Les gauchistes et les extra-européens ne sont pas prêts 🤙🏻,Nicolas Faure – Sunrise 🌅🌿
15804,"⚔️ La cinquième session du cycle général de la formation de l'Institut Iliade débute ce week-end pour les promotions Richard Wagner, Saint-Exupéry et Yann Fouéré. En savoir plus : https://t.co/WD3Bn6Gr1T https://t.co/HrvSgwvJgp",Institut ILIADE
41330,"Je sens l’inquiétude voir la peur chez mon homonyme Gabriel Attal.
Car Bardella à Matignon va certainement découvrir les magouilles depuis 40 ans !",Bruno Attal
21559,"C’est gênant de nullité

Son nom de scène témoigne du moins d’une certaine lucidité",La Cartouche
26553,"Taxer fait fuir les entreprises et les emplois.

#VousAvez15Minutes https://t.co/TaqCyWoX74",Marion Maréchal
9602,"Retrouvez les livres que nos journalistes ont aimé cette semaine dans différents domaines : biographie, essai, roman, Histoire. Une sélection érudite !

https://t.co/ibkKkh9pKu https://t.co/aMukGWlAit",Famille Chrétienne
43840,"#TouchePasÀMaFoi 

#BastaDeOfensas

#BastaDeOfender

#Paris2024 https://t.co/E47UTdgrTi",Abbé Matthieu Raffray ⚔️🙏🏻
1015,"Malgré l’imbécillité subventionnée de nos chiens de garde, le réel fracture la porte.",André Bercoff
36158,"Présent avec Sandrine d'Angio à la conférence de presse de présentation du programme du 60ème festival de folklore de Château Gombert.
Du 5 au 13 juillet, tous au Roudelet ! https://t.co/1ncu5NqRHE",Stéphane Ravier
38718,"🔴 La milice antifasciste d’ultra-gauche la Jeune Garde rejoint le Nouveau Front Populaire pour « prendre le pouvoir » ⤵️
https://t.co/dhi7V1J78c",Valeurs actuelles ن
10446,"Nouveau délire ce matin de #Zelensky (et donc de ses commanditaires de l’OTAN derrière) qui affirme que s’il n’a pas les milliards et les armes réclamés, « Poutine envahira les États baltes, la Pologne et une partie de l’Allemagne parce que Poutine veut restituer l’influence de… https://t.co/78bxATLOXr",Florian Philippot
19823,Les amis de @RimaHas #Hamas https://t.co/ZqaHcdqm4D,Julien ODOUL
27975,Le fait qu'Emmanuel Macron refuse la présence de Marine Le Pen à la panthéonisation du résistant communiste Missak Manouchian démontre sa méconnaissance pure de l'histoire de la Résistance. Heureusement que ceux qui prirent les armes il y a 80 ans parvinrent à se détourner de,Maud Koffler
34954,"RDV dès 8h10 pour #LaGrandeITW 
Notre invitée: @auroreberge 
- #JeuxOlympiques Le choix de #Jul 
- #Gaza #Algerie #RimaHassan
- #SciencesPo 
- Le débat ouvert sur le #DevoirDeVisite des pères 
Etc.
#LaGrandeITW",Mabrouk Sonia
18415,"Lorsque Mohamed Merah abattait des enfants juifs à Toulouse, s’agissait-il aussi d’un acte de « résistance » d’après @Deputee_Obono ?
Quand des députés justifient l’injustifiable il faut que de sévères sanctions soient prises. #ApologieDuTerrorisme",Jerome Riviere 🇫🇷
20919,« Je suis contre la police de la pensée comme celle du bon goût. Je n'aime pas les chansons d'#AyaNakamura mais je ne juge pas son public. Les insultes racistes dont elle a été victime sont à vomir ! Elles me font penser à celles reçues par des élèves du 93 qui visitaient https://t.co/yKQv0XdDeS,Kevin Bossuet
17633,"Avec 3100 milliards de dette la France doit tailler dans les dépenses nuisibles: associations et institutions progressistes ( qui doivent se financer par leurs adhérents) , médias publics militants ( qui doivent se financer  par leurs lecteurs, auditeurs ou spectateurs) https://t.co/JKd8SOV3Tr",Jean-Yves Le Gallou
13091,"Dublin, les habitants du quartier de ballyogan arrêtés par la police pour avoir osé protester contre l'accueil obligatoire de migrants à côté de leurs domiciles : toujours, partout, les États européistes et leurs valets contre les peuples !   https://t.co/OIZLadxnmr",Gilbert Collard
18950,"Gabriel Attal, vous mentez aux agriculteurs sur le Mercosur.

Le négociateur en chef de l'UE a bien dit, dans un journal brésilien, que l'UE continuait de négocier cet accord de libre-échange ! #LEvenement https://t.co/qwuTZfUhvg",Jordan Bardella
9272,"Dans cet épisode 21 du podcast Sex'Oh !, Hélène Dumont s'intéresse aux dyspareunies, c'est-à-dire aux douleurs éprouvées par les femmes dans leur sexualité, et aux moyens d'en guérir.
https://t.co/6mZZfsPYfa",Famille Chrétienne
16268,"#Darmanin avait dit que la France ne recevrait pas de migrants de #Lampedusa : ils sont déjà arrivés à Paris. La plupart seront dispersés en zones rurales afin de faire place nette aux futurs #JO. 238 nouvelles brigades de gendarmerie vont y être créées. Tout est sous contrôle,…",Ivan Rioufol ن
6767,"🎨🍷 Quel plaisir d’assister à l’événement dont tout le monde parle à Gauriac: le salon « BD &amp; VIN » au Château Lacouture !

Merci à Mika Dessinateur pour la dédicace de sa bande dessinée ! 📔 https://t.co/x46aRJsfzX",Edwige Diaz Ⓜ️
18552,"Égypte : un chercheur condamné à trois ans de prison ferme pour avoir dénoncé la discrimination des chrétiens

Les persécutions contre les chrétiens continuent sans que cela n’inquiète grand monde… #UE

https://t.co/pfRcEYPWaG",Jerome Riviere 🇫🇷
18222,"La candidate #NikkiHaley battue par l’option «aucun de ces candidats» dans la primaire du #Nevada où la candidature de #Trump avait été interdite. 
N’en déplaise aux démocrates, même en trichant ils n’arrivent plus à s’opposer au choix des électeurs. 

https://t.co/e4UaC0wQBN",Jerome Riviere 🇫🇷
20942,"« Aujourd'hui en France pour certains, notamment à l'extrême gauche, quand on est #Juif on est forcément coupable. Quand vous osez défendre la communauté juive, on vous traite de tous les noms : « suceur de Juifs» ou encore « soumis à tes maîtres» et j'en passe et des meilleurs https://t.co/vc5h4VCh6e",Kevin Bossuet
38093,"🇸🇰 L'état de Robert Fico est toujours critique tandis qu'il a été opéré pendant plusieurs heures. L'homme qui a tiré sur le 1er ministre slovaque est Juraj Cintula, un écrivain progressiste de 71 ans qui aurait notamment fondé un « Mouvement contre la violence » en 2016. https://t.co/sKOXULaqza",TVL
15781,"🟢🔊 Le dernier jeudi de l'ILIADE, ""#MauriceBarrès, la sensibilité et la tradition"", avec Jeremy Baneton @IdeoChoc, est disponible à l'écoute
https://t.co/xCfDLqUVMw",Institut ILIADE
34616,"Ce soir, vivez la soirée électorale avec moi.

Je vous donne rendez-vous à 20h45 sur France 2, à 21h30 sur RTL, à 22h30 sur CNews et à 23h30 sur BFM TV.

#ElectionsEuropéennes2024 https://t.co/IJksGTCGp4",Sarah Knafo
13164,"Honteux, trois squatteurs migrants sous OQTF ""détruisent les objets de prière et volent la collection de timbres"" de Nicolas, à Brétigny-Sur-Orge : Partout en France, on subit, il y en a marre de subir !   https://t.co/0hjXP7HshL",Gilbert Collard
31793,"La décision du Conseil constit est gravissime car c'est une atteinte à la souveraineté du parlement.

Les fameux ""cavaliers législatifs"" sont en réalité une manière pour le Conseil de se substituer au parlement pour écarter tel ou tel amendement.

 https://t.co/7McPCZWEG3",Pierre Gentillet
27028,https://t.co/bzojiduXcq,MARSAULT
30349,"Bref, 2 chefs d’Etat dits « de droite », VGE &amp; Chirac ne savaient ni ce qu’ils faisaient ni ce qu’ils disaient. Entre eux, un chef d’Etat de gauche, Mitterrand, a  vanté et installé pendant 14 ans la « société multiculturelle ». C’est ainsi que la France fut envahie.",Paul-Marie Coûteaux
23096,"Puisqu'un tel enfer les attend ici, ne serait-il pas charitable de les dissuader de venir ?",Laurent Obertone
20934,"« On a des élèves qui savent ce qu'est l'homophobie ou le sexisme mais qui sont incapables de construire une phrase et qui ne savent pas qui est Louis XIV. Lutter contre les discriminations, c'est bien mais l'#école est d'abord là pour apprendre à lire, à écrire et à compter !» https://t.co/AuL0AZ6k19",Kevin Bossuet
21088,Retrouvez-moi ce vendredi 26 janvier sur @CNEWS de 20h00 à 21h00 pour commenter l'actualité autour d'@eliot_deval et de ses autres invités. #hdpros2we https://t.co/wG7CUFpJUp,Kevin Bossuet
6422,"🗳️ « Pourquoi, dimanche 9 juin, faut-il voter pour @J_Bardella ? »

Je réponds à la question d’@TeleAqui :

https://t.co/EViHbmoOop https://t.co/lVgj8UEVXF",Edwige Diaz Ⓜ️
38033,"🎥 « Il est certain que l'Ukraine a été manipulée par les Américains, par la CIA, par Madame Nullard » - Général Henri Roure

LSP à retrouver sur TVL 🔻
https://t.co/AstqPp2Ntc https://t.co/i5i0fzz13h",TVL
7912,Le nouveau numéro de Causeur est disponible. Découvrez la couverture et le sommaire 👇 https://t.co/rRXQSkCbpq,Elisabeth Lévy
23082,On en reparlera quand il faudra porter quelque chose de lourd,Laurent Obertone
43982,Voici un échantillon de la ✨métropole apaisée✨de @Gregorydoucet,Les Remparts Lyon
9191,"La confiance en soi se construit, elle prépare l’enfant à mieux encaisser échecs et brimades, relativiser ses peurs et avancer avec optimisme. Quelques clés pour la favoriser.
https://t.co/pTRwxZx92k",Famille Chrétienne
36501,"Quand @TCroisiere réagit au succès mondial de ""Sous la Seine"" !

🗣️: ""J'ai répondu à Stephen King que Shining, c'était pas si mal""

https://t.co/xU00R9NX4G https://t.co/x5ShVIgwfn",Sud Radio
9006,https://t.co/mMqhwc7L5t,Faits & Documents
6920,"L'affreuse détresse des jeunes gauchistes

Cette jeunesse de gauche, qui ne croit plus au Père Noël, croit toujours au grand méchant loup.

#LegislativesAnticipées
#frontpopulaire
Égalité et Réconciliation https://t.co/Ea0fW816xS",Dimitri Korias
21340,"Retrouvez-moi ce mardi 21 novembre sur @CNEWS de 22h00 à 23h50 pour commenter l'actualité autour de @JPasquet et de ses autres invités. #Soirinfo

Au programme : Israël et les otages/ #Crepol/ L'#antisémitisme à l'école. https://t.co/uLJrXP2hC2",Kevin Bossuet
9347,"À trois mois de l’ouverture des Jeux olympiques de Paris, le projet Holy Games entame son sprint final pour faire aussi de cet événement un lieu de rencontre avec le Christ.
https://t.co/oyFVzwSfus",Famille Chrétienne
30896,"Depuis 7 ans, Emmanuel #Macron détricote la #France.
La souveraineté est en miettes. 
Il n’y a plus que la culture de l’excuse.
On a perdu tous nos pouvoirs. 
Il a aboli le corps diplomatique et préfectoral : ce sont des actes lourds devant l’Histoire. 
Il a détricoté la #Nation, https://t.co/g052Cx6X8Q",Philippe de Villiers
44181,"🟡 « Notre système est fondé sur le silence et les non-dits. »

Face à l’islam conquérant les professeurs sont souvent abandonnés et désarmés. Rejoignez les Parents Vigilants pour les soutenir dans ce combat : https://t.co/GdL6J7Ye3C

Lire l’article ⤵️
 https://t.co/ERs7FpNKto",Parents Vigilants
42836,Les traitres en action,PierreYves Rougeyron
23758,"Européennes : la participation atteint 45,26% à 17h, en hausse par rapport à 2019 https://t.co/PGfZmlzC6D",Le JDD
28649,"Je suis en PLS quand je vois une figure de Droite employer à plusieurs reprises le terme « progressiste » pour qualifier des obscurantistes gauchistes qui nous emmènent vers le chaos.

Arrêtez de faire aux gauchistes ce cadeau incroyable de les placer dans le camp du progrès !",Nicolas Faure – Sunrise 🌅🌿
10396,"Une bonne nouvelle : ça tourne mal pour l’OMS et son projet polémique de Traité mondial sur les pandémies, juridiquement contraignant !⤵️

Ouverture des « négociations de la dernière chance » ce jour : beaucoup de pays bloquent, et le projet discuté est maintenant « largement… https://t.co/oqbUqKZJFC",Florian Philippot
25852,"Je salue la réélection de Narendra Modi à la tête de l’Inde, pays majeur de l’indopacifique. La France doit poursuivre son rapprochement avec cette puissance d’équilibre sur la scène internationale dans le cadre d’une coopération renforcée et mutuellement bénéfique.",Marine Le Pen
10407,"Honteux ! ⤵️

Donner notre arme #nucléaire à l’UE ? : à instant #Bayrou le macroniste crache le morceau sur LCI avec cette phrase honteuse :
« Partager l'arme nucléaire ? C'est normal qu'on en parle. Il n'y a pas de souveraineté française si nous n'appartenons pas à un ensemble… https://t.co/zYRKueVJlF",Florian Philippot
31705,"« CNEWS a déjà GAGNÉ la bataille », Pierre GENTILLET prévient la GAUCHE

Retrouvez mon dernier entretien à @Valeurs 
https://t.co/BsjxGZuFtL",Pierre Gentillet
31890,"Imagine t'es un élève juif dans ce lycée...

https://t.co/FGJuhfcCa7",Pierre Sautarel
14360,"« Nous sommes pour une Europe de la puissance agricole. Nous ne pouvons plus d’accabler de normes les agriculteurs tout en les mettant en concurrence avec la Terre entière. »

Je représentais aujourd’hui @J_Bardella au débat organisé par la FNSEA de Nouvelle-Aquitaine. https://t.co/FyVktNNX6h",Grégoire de Fournas
15158,"🎤 « Loin d’avoir agi pour la seule valorisation d’un bien, en restaurant ce Prieuré, vous participez activement à la transmission aux générations futures de la richesse du patrimoine français ». #MissionPatrimoine #Durance https://t.co/KcnIvviMpR",Hélène Laporte
26355,"Il faut en finir avec la légende de la ""compétence économique de la Macronie"".",Marine Le Pen
9702,"Après la mort de son mari, l’ancienne journaliste a cofondé les Petites Cantines. Rencontre à l’occasion de la Journée de la fraternité, le 4 février.

https://t.co/0hUjIs5ahW https://t.co/iHnwLVFUx2",Famille Chrétienne
41233,"JO de Paris 2024. Des eaux usées déversées pendant plusieurs jours dans la Seine [Vidéo]
https://t.co/Pqkq7eaYAh",Breizh-Info
25398,"De la natalité à la santé, de l’éducation à l’emploi, du mariage au logement, de l’attractivité des territoires à la justice, la famille est un maillon essentiel.

@auroreberge vous êtes ministre des familles, nous sommes le Syndicat de la Famille, rencontrons-nous !",Le Syndicat de la Famille
15133,"Vous devriez protéger nos agriculteurs français avant tout! Vous ne le faites jamais, l’Ukraine serait la première bénéficiaire de la PAC, intéressez-vous aux difficultés que connaît la filière avicole de notre pays par exemple!",Hélène Laporte
26495,📺 Je vous donne rendez-vous ce soir à 20h45 sur France 2 pour le dernier grand débat des élections européennes. #VotezMarion https://t.co/nnQ2kRMUf4,Marion Maréchal
18783,"M. Macron veut envoyer des instructeurs français en Ukraine.

Que se passera-t-il si l'un de ces instructeurs est tué par la Russie, ce que je ne souhaite pas : est-ce que la France restera sans voix ou entrera-t-on dans un conflit armé avec une puissance nucléaire ? https://t.co/y2Z0wZvQET",Jordan Bardella
23931,"[Info JDD] Haute-Savoie : un mineur isolé clandestin poignarde un éducateur et incendie son centre d’accueil

🔗 Article JDD : https://t.co/5sGpuYhEWV https://t.co/AtWiq8ZRgk",Le JDD
9357,"L’élégance vestimentaire prépare celle du cœur. Des clés pour communiquer sans s'énerver avec les adolescents sur leur tenue, leur habillement et adopter la juste attitude.

https://t.co/x24aUmZ8Sp https://t.co/thqF8LI2mC",Famille Chrétienne
9209,"Consulteur pendant vingt ans à la congrégation pour la cause des Saints, le père François-Marie Léthel juge les nouvelles normes sur les phénomènes surnaturels « constructives » et dans la droite ligne du pape François.
https://t.co/3vQuYC0ngp",Famille Chrétienne
24667,"Apolline de Malherbe prise en flagrant délit de manipulation pour piéger @LouisBoyard  et les soutiens à la cause 🇵🇸 :
https://t.co/6ZgD629mZp

Selon la journaliste sioniste, l’Ayatollah Khomeini ""a  posté des vidéos et prend LFI comme exemple"". Mauvaise pioche pour Apolline :",Le Média en 4-4-2
17162,"⚠️ PARIS MARTYRISÉ !
⚠️ PARIS OUTRAGÉ !
⚠️ PARIS BRISÉ ! 

Ce week-end, à Paris, le quartier de Charonne a été témoin de scènes de dévastation orchestrées par des migrants Afghans, animés par un déchaînement de haine contre la France. #Cnews

Voilà comment un certain nombre… https://t.co/0wBn39VZGk",Jean MESSIHA
10377,"Dans un débat entre les soi-disant candidats au poste de président de la Commission européenne (il manquait Draghi, Breton, etc. !), #Ursula s’est complètement lâchée et a avoué : 
- l’alignement sur les faucons de Washington concernant le Proche-Orient 
- le refus des… https://t.co/SerVq0TXtN",Florian Philippot
18266,"En guise de projet politique Macron propose des coups de com pour masquer l’échec du “en même temps”.
Hier #Attal, aujourd’hui #Dati.
La course aux postes de ceux qui veulent arriver à tout prix aura raison de la classe politique totalement décrédibilisée.",Jerome Riviere 🇫🇷
2798,"Front populaire, qui n’a pas le petit peuple derrière lui…

Ça ressemble à du #Macron. En même temps, #Glucksmann est son double. https://t.co/Offx2w1XMO",Cercle Aristote
27455,"Dans l’affaire @CNEWS , il y a le délateur Reporters sans frontières. Il y a le persécuteur Conseil d’Etat qui prône le fichage, et le Parti des médias qui soutient cette atteinte à la liberté.
Cette censure, cette « extrême droitisation »de la presse non conformiste, ce mépris",Martial Bild
10223,"L’attentat, heureusement raté, contre le premier ministre slovaque #Fico a eu malgré tout un effet très positif dans le pays : les Slovaques dénoncent maintenant ouvertement et très vertement les médias euroatlantistes et covidistes, les « médias hostiles » qui « ont du sang sur… https://t.co/6NJd31q4sD",Florian Philippot
13870,"«Journal de guerre» avec @vincentroux88 dans Points de vue.
Tout l’entretien est à retrouver sur le site du @Le_Figaro ou sur Youtube ➡️ 
https://t.co/n8CUrEpqMg https://t.co/6Q0ku7U3H7",G-William Goldnadel
15201,"Tout mon soutien à mon collègue @LopezLiguori face à la dégradation de sa permanence parlementaire. Violence et déni de la démocratie, voilà ce qui qualifie le mieux ces groupuscules d’extrême-gauche !",Hélène Laporte
4629,"Élections législatives 2024 : «pour agir, j’ai besoin d’une majorité absolue», prévient Jordan Bardella https://t.co/KfzXC2ShFd",CNEWS
4945,Orages : voici les 4 départements placés en vigilance jaune ce samedi https://t.co/rMRqmQ0hv0,CNEWS
36509,".@VirginieMartin_ ""On a quelque chose d’assez mécanique du côté du Front Populaire : des dépenses financées exclusivement par des impôts. Cette boucle peut être vicieuse"" #ParlonsVraiChezBourdin

https://t.co/Bu9wAwoBTp https://t.co/GYX2VXPd4R",Sud Radio
15325,"Actu quand tu nous tiens... On analyse la stratégie de Macron avec @rougeyronpierre et @DidierMaisto ce soir à 18h en direct 

https://t.co/1u4laD5HTs https://t.co/foOalO4CdT","Idriss J. Aberkane Ph.D, Ph.D & Ph.D"
15171,🏀 Ce soir à #Beaupuy pour soutenir l’équipe du #BBM lors de son match contre les #JSA de Bordeaux. Une belle rencontre en perspective ! https://t.co/3WDrG6IIIj,Hélène Laporte
11980,🎙️Rendez-vous dimanche sur @BFMTV https://t.co/pxEpdvjHF1,Fx Bellamy
8661,"1) WOW !  
L'adjoint de Tony Fauci, David Morens, a admis lors d'une audience qu'il avait supprimé des documents gouvernementaux et conspiré avec Peter Daszak, de l'EcoHealth Alliance, pour rétablir la subvention de Daszak.  
À la fin de l'audience, l'avocat de Morens lui a…",Étienne Chouard
40981,"Carhaix-Plouguer : l’artisan boucher Johan Cadou intronisé Compagnon du Goût le 14 juin
https://t.co/K86zO3cbSM",Breizh-Info
4925,"Matthieu Valet, député européen RN, s’inquiète des potentiels débordements durant les manifestations contre l’extrême droite cet après-midi : «Le Front populaire est un front anti-flic. La main de Jordan Bardella ne tremblera pas devant ces antifas», dans #HDProsWE https://t.co/MvPEQ1LIPU",CNEWS
22689,"« Toutes les pétasses d’Instagram montrent leur vie avec leurs gosses et leurs maris, je veux qu’un homosexuel qui a fait une GPA puisse faire la même chose ».
C'est très sain comme motivation.
Toi aussi commande un bébé tarifé et fais ta pétasse. François Hollande approved.",Laurent Obertone
21013,« La particularité de @CNEWS est de mettre en avant le réel. C'est pour cela que la chaîne est attaquée par une partie de la gauche culturelle et médiatique qui refuse de perdre son magistère sur l'information. Elle veut faire des listes pour disqualifier ceux qui lui https://t.co/rfr4gF0eSi,Kevin Bossuet
19192,"Notre adversaire dans cette élection européenne, c'est Emmanuel Macron. Écologie punitive, concurrence internationale déloyale, submersion migratoire : le 9 juin, j'appelle les Français à lui mettre des limites. https://t.co/umvAoW33Nv",Jordan Bardella
11054,Paris : les manifestants du #nouveaufrontpopulaire agressent les policiers pour lutter contre l'extrême-droite  https://t.co/G1LTjxSMjd,Fdesouche.com est une revue de presse
26556,"Je ne me fais plus d’illusions sur LFI depuis qu’ils ont manifesté avec les islamistes du CCIF aux cris de « Allah Akbar ».

#VousAvez15Minutes #VotezMarion https://t.co/cFL8veZzL3",Marion Maréchal
16210,"Images des bienfaits de la société diversitaire, ouverte et multiculturelle. Les pro-#Hamas de Londres sont aussi dangereux que les idéologues ""progressistes"" occidentaux qui ont permis cette contre-colonisation, en Grande-Bretagne comme ailleurs en Europe de l'Ouest.",Ivan Rioufol ن
